bottom_themes,cross_sectional_spearman,d1_role,evidence_lane,horizon,long_short_spread,negative_leg_count,negative_leg_return,portfolio,positive_leg_count,positive_leg_return,signal_date,theme_count,top_themes
uranium_nuclear,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.011743461429515545,1,-0.011743461429515545,top1_bottom1,0,0.0,2019-11-12,6,
uranium_nuclear|solar_energy,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0049756870275861065,2,-0.0049756870275861065,top2_bottom2,0,0.0,2019-11-12,6,
uranium_nuclear|solar_energy,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0049756870275861065,2,-0.0049756870275861065,top_half_bottom_half,0,0.0,2019-11-12,6,
uranium_nuclear,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0027100892025799794,1,-0.0027100892025799794,top1_bottom1,0,0.0,2019-11-12,6,
uranium_nuclear|solar_energy,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0007954739206720296,2,0.0007954739206720296,top2_bottom2,0,0.0,2019-11-12,6,
uranium_nuclear|solar_energy,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0007954739206720296,2,0.0007954739206720296,top_half_bottom_half,0,0.0,2019-11-12,6,
uranium_nuclear,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.007292609093775493,1,-0.007292609093775493,top1_bottom1,0,0.0,2019-11-13,6,
uranium_nuclear|commercial_space,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.004321045913789234,2,0.004321045913789234,top2_bottom2,0,0.0,2019-11-13,6,
uranium_nuclear|commercial_space|solar_energy,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.013199172690537386,3,0.0019099422011628064,top_half_bottom_half,1,0.01128923048937458,2019-11-13,6,semiconductors
uranium_nuclear,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.006381011223364208,1,-0.006381011223364208,top1_bottom1,0,0.0,2019-11-13,6,
uranium_nuclear|commercial_space,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.011966874745369394,2,0.011966874745369394,top2_bottom2,0,0.0,2019-11-13,6,
uranium_nuclear|commercial_space|solar_energy,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.005460548583957577,3,0.007492527387251331,top_half_bottom_half,1,-0.0020319788032937547,2019-11-13,6,semiconductors
commercial_space,0.8285714285714286,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.027315334143776404,1,0.027315334143776404,top1_bottom1,0,0.0,2019-11-14,6,
commercial_space|uranium_nuclear,0.8285714285714286,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.015452997440841054,2,0.015452997440841054,top2_bottom2,0,0.0,2019-11-14,6,
commercial_space|uranium_nuclear|solar_energy,0.8285714285714286,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0017727350979287095,3,0.008006474154630924,top_half_bottom_half,1,-0.006233739056702214,2019-11-14,6,semiconductors
commercial_space,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.030089896567890517,1,0.030089896567890517,top1_bottom1,0,0.0,2019-11-14,6,
commercial_space|uranium_nuclear,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.021777469270558125,2,0.021777469270558125,top2_bottom2,0,0.0,2019-11-14,6,
commercial_space|uranium_nuclear|solar_energy,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.009056635955131693,3,0.017659550341830237,top_half_bottom_half,1,-0.02671618629696193,2019-11-14,6,semiconductors
commercial_space,0.7142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.040513547209978684,1,0.02993773604088834,top1_bottom1,1,0.010575811169090343,2019-11-15,6,cloud_computing
commercial_space|uranium_nuclear,0.7142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.03047450593082257,2,0.01767158953191661,top2_bottom2,2,0.012802916398905961,2019-11-15,6,cybersecurity|cloud_computing
commercial_space|uranium_nuclear|solar_energy,0.7142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.019508330470098367,3,0.015020805921325708,top_half_bottom_half,3,0.004487524548772659,2019-11-15,6,semiconductors|cybersecurity|cloud_computing
commercial_space,0.7142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.04046964834649169,1,0.03207616164913585,top1_bottom1,1,0.008393486697355845,2019-11-15,6,cloud_computing
commercial_space|uranium_nuclear,0.7142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.032922374470089444,2,0.020542602357588147,top2_bottom2,2,0.012379772112501297,2019-11-15,6,cybersecurity|cloud_computing
commercial_space|uranium_nuclear|solar_energy,0.7142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.018048194725268345,3,0.018014729882900538,top_half_bottom_half,3,3.3464842367806703e-05,2019-11-15,6,semiconductors|cybersecurity|cloud_computing
commercial_space,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.016640256739405612,1,0.016640256739405612,top1_bottom1,0,0.0,2019-11-18,6,
commercial_space|solar_energy,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.010918176619895081,2,0.015532526947658554,top2_bottom2,1,-0.004614350327763472,2019-11-18,6,cybersecurity
commercial_space|solar_energy|uranium_nuclear,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.006124181905691398,3,0.01065805520394921,top_half_bottom_half,2,-0.016782237109640608,2019-11-18,6,semiconductors|cybersecurity
commercial_space,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.022186983796377957,1,0.022186983796377957,top1_bottom1,0,0.0,2019-11-18,6,
commercial_space|solar_energy,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.026755159963644082,2,0.010011606317923749,top2_bottom2,1,0.016743553645720333,2019-11-18,6,cybersecurity
commercial_space|solar_energy|uranium_nuclear,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.009384736395547783,3,0.0051592469169533155,top_half_bottom_half,2,0.0042254894785944686,2019-11-18,6,semiconductors|cybersecurity
commercial_space,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0008577562742180245,1,-0.00020092680746763847,top1_bottom1,1,-0.000656829466750386,2019-11-19,6,cybersecurity
commercial_space|uranium_nuclear,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0003031498789335396,2,0.0003536795878168464,top2_bottom2,1,-0.000656829466750386,2019-11-19,6,cybersecurity
commercial_space|uranium_nuclear|solar_energy,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.003534326134446468,3,0.005500209991042356,top_half_bottom_half,2,-0.009034536125488823,2019-11-19,6,semiconductors|cybersecurity
commercial_space,0.9428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.011078326953805506,1,0.007794304897464466,top1_bottom1,1,0.0032840220563410405,2019-11-19,6,cybersecurity
commercial_space|uranium_nuclear,0.9428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.007635317496623939,2,0.0043512954402828985,top2_bottom2,1,0.0032840220563410405,2019-11-19,6,cybersecurity
commercial_space|uranium_nuclear|solar_energy,0.9428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0056756912162820115,3,0.00302051221099923,top_half_bottom_half,2,0.0026551790052827817,2019-11-19,6,semiconductors|cybersecurity
commercial_space,0.37142857142857144,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.009233221342641706,1,0.009233221342641706,top1_bottom1,0,0.0,2019-11-20,6,
commercial_space,0.37142857142857144,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.009233221342641706,1,0.009233221342641706,top2_bottom2,0,0.0,2019-11-20,6,
commercial_space|uranium_nuclear,0.37142857142857144,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.002343874728827078,2,0.002343874728827078,top_half_bottom_half,0,0.0,2019-11-20,6,
commercial_space,0.37142857142857144,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.011641871134288162,1,0.011641871134288162,top1_bottom1,0,0.0,2019-11-20,6,
commercial_space,0.37142857142857144,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.011641871134288162,1,0.011641871134288162,top2_bottom2,0,0.0,2019-11-20,6,
commercial_space|uranium_nuclear,0.37142857142857144,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.008548227367903116,2,0.008548227367903116,top_half_bottom_half,0,0.0,2019-11-20,6,
commercial_space,0.4857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0057971419563409565,1,0.0057971419563409565,top1_bottom1,0,0.0,2019-11-21,6,
commercial_space|solar_energy,0.4857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.005498672579183017,2,-0.005498672579183017,top2_bottom2,0,0.0,2019-11-21,6,
commercial_space|solar_energy|semiconductors,0.4857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.008323882434572235,3,-0.008323882434572235,top_half_bottom_half,0,0.0,2019-11-21,6,
commercial_space,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.011473423738381783,1,0.011473423738381783,top1_bottom1,0,0.0,2019-11-21,6,
commercial_space|solar_energy,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.00521619785771632,2,-0.00521619785771632,top2_bottom2,0,0.0,2019-11-21,6,
commercial_space|solar_energy|semiconductors,0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.006616640222422439,3,-0.006616640222422439,top_half_bottom_half,0,0.0,2019-11-21,6,
commercial_space,0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.01322644944348994,1,0.01322644944348994,top1_bottom1,0,0.0,2019-11-22,6,
commercial_space,0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.028485997543917563,1,0.01322644944348994,top2_bottom2,1,0.015259548100427622,2019-11-22,6,cloud_computing
commercial_space|uranium_nuclear,0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.023240169627789686,2,0.007980621527362064,top_half_bottom_half,1,0.015259548100427622,2019-11-22,6,cloud_computing
commercial_space,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.018036102171502977,1,0.018036102171502977,top1_bottom1,0,0.0,2019-11-22,6,
commercial_space,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.009576952586399567,1,0.018036102171502977,top2_bottom2,1,-0.00845914958510341,2019-11-22,6,cloud_computing
commercial_space|uranium_nuclear,0.2,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.012409413011722825,2,0.020868562596826234,top_half_bottom_half,1,-0.00845914958510341,2019-11-22,6,cloud_computing
commercial_space,0.02857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.003562240252526161,1,0.004257889005921722,top1_bottom1,1,-0.007820129258447883,2019-11-25,6,cybersecurity
commercial_space,0.02857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0010037921665898564,1,0.004257889005921722,top2_bottom2,2,-0.003254096839331866,2019-11-25,6,cloud_computing|cybersecurity
commercial_space|uranium_nuclear,0.02857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.007503391265253956,2,0.010757488104585822,top_half_bottom_half,2,-0.003254096839331866,2019-11-25,6,cloud_computing|cybersecurity
commercial_space,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.017180631965627358,1,0.007583141760555523,top1_bottom1,1,-0.02476377372618288,2019-11-25,6,cybersecurity
commercial_space,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.014392039442714943,1,0.007583141760555523,top2_bottom2,2,-0.021975181203270466,2019-11-25,6,cloud_computing|cybersecurity
commercial_space|uranium_nuclear,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.007738538064624434,2,0.014236643138646032,top_half_bottom_half,2,-0.021975181203270466,2019-11-25,6,cloud_computing|cybersecurity
uranium_nuclear,-0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.015625006847960088,1,0.015625006847960088,top1_bottom1,0,0.0,2019-11-26,6,
uranium_nuclear|commercial_space,-0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.011257985300109075,2,0.011257985300109075,top2_bottom2,0,0.0,2019-11-26,6,
uranium_nuclear|commercial_space,-0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.011257985300109075,2,0.011257985300109075,top_half_bottom_half,0,0.0,2019-11-26,6,
uranium_nuclear,-0.42857142857142855,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.00459560571773332,1,0.00459560571773332,top1_bottom1,0,0.0,2019-11-26,6,
uranium_nuclear|commercial_space,-0.42857142857142855,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0056014126340476755,2,0.0056014126340476755,top2_bottom2,0,0.0,2019-11-26,6,
uranium_nuclear|commercial_space,-0.42857142857142855,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0056014126340476755,2,0.0056014126340476755,top_half_bottom_half,0,0.0,2019-11-26,6,
commercial_space,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0006941689882867808,1,0.0006941689882867808,top1_bottom1,0,0.0,2019-11-27,6,
commercial_space|uranium_nuclear,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.014780367594314947,2,0.005851666593168325,top2_bottom2,1,-0.020632034187483272,2019-11-27,6,cloud_computing
commercial_space|uranium_nuclear|cybersecurity,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01638201181716057,3,0.010130615923579075,top_half_bottom_half,2,-0.026512627740739647,2019-11-27,6,semiconductors|cloud_computing
commercial_space,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0004083392803306829,1,-0.0004083392803306829,top1_bottom1,0,0.0,2019-11-27,6,
commercial_space|uranium_nuclear,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.025387509925003382,2,0.0016306910595096369,top2_bottom2,1,-0.02701820098451302,2019-11-27,6,cloud_computing
commercial_space|uranium_nuclear|cybersecurity,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.009867955857588965,3,0.009775652796983966,top_half_bottom_half,2,-0.01964360865457293,2019-11-27,6,semiconductors|cloud_computing
uranium_nuclear,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0046382367322270746,1,-0.0046382367322270746,top1_bottom1,0,0.0,2019-11-29,6,
uranium_nuclear|commercial_space,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0006314367355640393,2,-0.0006314367355640393,top2_bottom2,0,0.0,2019-11-29,6,
uranium_nuclear|commercial_space|cybersecurity,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0056237206267039834,3,0.0056237206267039834,top_half_bottom_half,0,0.0,2019-11-29,6,
uranium_nuclear,-0.14285714285714285,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.02690166688650719,1,-0.02690166688650719,top1_bottom1,0,0.0,2019-11-29,6,
uranium_nuclear|commercial_space,-0.14285714285714285,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0148944923506803,2,-0.0148944923506803,top2_bottom2,0,0.0,2019-11-29,6,
uranium_nuclear|commercial_space|cybersecurity,-0.14285714285714285,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0013882612937878847,3,-0.0013882612937878847,top_half_bottom_half,0,0.0,2019-11-29,6,
uranium_nuclear,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.01780689587860773,1,-0.01780689587860773,top1_bottom1,0,0.0,2019-12-02,6,
uranium_nuclear|commercial_space,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.012811315858507255,2,-0.012811315858507255,top2_bottom2,0,0.0,2019-12-02,6,
uranium_nuclear|commercial_space|cybersecurity,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.008036674703498411,3,-0.008036674703498411,top_half_bottom_half,0,0.0,2019-12-02,6,
uranium_nuclear,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.014995299556519015,1,-0.014995299556519015,top1_bottom1,0,0.0,2019-12-02,6,
uranium_nuclear|commercial_space,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.014696341451619466,2,-0.014696341451619466,top2_bottom2,0,0.0,2019-12-02,6,
uranium_nuclear|commercial_space|cybersecurity,0.7714285714285715,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.008116892973009363,3,-0.008116892973009363,top_half_bottom_half,0,0.0,2019-12-02,6,
,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0,0,0.0,top1_bottom1,0,0.0,2019-12-03,6,
,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0,0,0.0,top2_bottom2,0,0.0,2019-12-03,6,
uranium_nuclear,-0.08571428571428572,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.03660992237628147,1,-0.03361341320214728,top_half_bottom_half,1,-0.0029965091741341876,2019-12-03,6,cloud_computing
,-0.2571428571428571,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0,0,0.0,top1_bottom1,0,0.0,2019-12-03,6,
,-0.2571428571428571,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0,0,0.0,top2_bottom2,0,0.0,2019-12-03,6,
uranium_nuclear,-0.2571428571428571,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.018594365366568222,1,-0.01027074288379537,top_half_bottom_half,1,-0.008323622482772852,2019-12-03,6,cloud_computing
cybersecurity,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.009370776009409054,1,0.009370776009409054,top1_bottom1,0,0.0,2019-12-04,6,
cybersecurity|cloud_computing,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.003933129955163928,2,0.003933129955163928,top2_bottom2,0,0.0,2019-12-04,6,
cybersecurity|cloud_computing,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.003933129955163928,2,0.003933129955163928,top_half_bottom_half,0,0.0,2019-12-04,6,
cybersecurity,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.007998608426995846,1,0.007998608426995846,top1_bottom1,0,0.0,2019-12-04,6,
cybersecurity|cloud_computing,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.007593422462991883,2,0.007593422462991883,top2_bottom2,0,0.0,2019-12-04,6,
cybersecurity|cloud_computing,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.007593422462991883,2,0.007593422462991883,top_half_bottom_half,0,0.0,2019-12-04,6,
cloud_computing,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.005675181997226719,1,0.005675181997226719,top1_bottom1,0,0.0,2019-12-05,6,
cloud_computing|cybersecurity,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0075355572144757965,2,0.0075355572144757965,top2_bottom2,0,0.0,2019-12-05,6,
cloud_computing|cybersecurity,0.5428571428571428,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.0075355572144757965,2,0.0075355572144757965,top_half_bottom_half,0,0.0,2019-12-05,6,
cloud_computing,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.006175912749576629,1,0.006175912749576629,top1_bottom1,0,0.0,2019-12-05,6,
cloud_computing|cybersecurity,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0039268697697653066,2,0.0039268697697653066,top2_bottom2,0,0.0,2019-12-05,6,
cloud_computing|cybersecurity,0.6,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.0039268697697653066,2,0.0039268697697653066,top_half_bottom_half,0,0.0,2019-12-05,6,
cybersecurity,0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.0034190869676049562,1,-0.0034190869676049562,top1_bottom1,0,0.0,2019-12-06,6,
cybersecurity|cloud_computing,0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.002050489619405904,2,0.002050489619405904,top2_bottom2,0,0.0,2019-12-06,6,
cybersecurity|cloud_computing|commercial_space,0.3142857142857143,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.019445820315369382,3,0.0013942149668939956,top_half_bottom_half,1,0.018051605348475386,2019-12-06,6,semiconductors
cybersecurity,0.42857142857142855,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.006431909980378903,1,-0.006431909980378903,top1_bottom1,0,0.0,2019-12-06,6,
cybersecurity|cloud_computing,0.42857142857142855,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0017954838738034051,2,-0.0017954838738034051,top2_bottom2,0,0.0,2019-12-06,6,
cybersecurity|cloud_computing|commercial_space,0.42857142857142855,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,0.03885635917386195,3,-0.004407874433354035,top_half_bottom_half,1,0.043264233607215985,2019-12-06,6,semiconductors
cybersecurity,0.8857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,-0.000672736564804044,1,-0.000672736564804044,top1_bottom1,0,0.0,2019-12-09,6,
cybersecurity|cloud_computing,0.8857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.003992639758504557,2,0.003992639758504557,top2_bottom2,0,0.0,2019-12-09,6,
cybersecurity|cloud_computing|commercial_space,0.8857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_3d_close,0.001983987889019434,3,0.001983987889019434,top_half_bottom_half,0,0.0,2019-12-09,6,
cybersecurity,0.8857142857142857,veto_only_not_standalone_signal,H2_HISTORICAL_RECONSTRUCTED_DAILY,next_open_to_5d_close,-0.0053817642070530525,1,-0.0053817642070530525,top1_bottom1,0,0.0,2019-12-09,6,
